"","biz_id","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual"
"5332","pfTwzep_4hRTX_jXoi38cw","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"5336","FBNxmgHqP9ksk-56XLJ1eg","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5337","JSX7i-cfoixVtnCx4BNb1g","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"5339","fESObRt-YtkgeNS_TUBhlw","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5345","93MSg7oEwF8VkIAS-oDtdw","2",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"5346","ysPpFXooSEtwHkIdcOd4Kg","1",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"5350","68euKezXqyvsE49cIGdL2A","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"5352","CIpzeDYD252nq0nRA4px5A","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"5357","GZ9Bzur_XJGGu_oD5BOkOw","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5359","qb1o61d_qrwEpxAm16dZCA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"5362","6md4A90THda31wTg1bB3hg","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5364","AjVRPatAHLNwbnx3GWk5Gg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5370","XU5Fb3TosXDUJcNRWQM5cA","1",1,1,3,2,0,1,0,0,0,0,0,0,0,0,1
"5372","MAFjNfDWJRgWCw8IOC7mew","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5376","dNsKB5LA2Mf8BDqTS_FAIA","2",1,1,0,2,0,1,0,0,1,0,0,0,0,0,1
"5377","SAQK9ALNTzGhQ283pgGgWw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5379","BpWeAIGCrl5jxt-sMJgDsg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5382","FOfhEC6rN23RQaUlsR2byw","3",1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"5383","iQINCjBo7FtsLSHiZw2nQg","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5385","-kVXDEqGHOWKxQ3EhvFgVA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5386","POeD16f2dqnQTO3vYZ0JKg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5388","SNpVV5viJ2aPylP6bkAx8Q","2",1,1,0,3,0,1,0,0,0,0,0,0,0,0,1
"5393","jZGPpPUNM2xe4N8qS4Tu3w","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"5394","K3ujPUNW6NNIZv_hRI_yrQ","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"5395","MXM30GZrf4AeqR5p6berkg","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5397","BVuC-3SegVoNdMwKSt0YPA","2",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5399","OfoG4gnacvSo2vG9285njQ","1",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"5404","D6E8hJ_X3n1xMdrblPdDBw","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5406","MjHJ9VOUywUWtO5uV4RnZw","2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5407","5vq85Qb-d2mL8lRAX6tjOA","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5408","f1FcPnhL_ui38sfHN6pOpw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5409","BrIHPtnJC6gXDEbnTuEupA","0",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5414","bTyOX_Fy31mCyUUUkm50_Q","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5415","IIM0aFvL_ogc7iD36Dfzpg","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5417","DmkTDze8ruJr6o2f5GAvJA","1",1,1,3,2,0,0,0,0,0,0,0,0,0,0,1
"5422","yL8xB1Fx3hTCvqD3NSLHIg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5426","hdAQKv8TZJy8FUwS8QByzQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5428","t_JnK281IiG8qnrL8zlsFg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5434","QB3OFUEDFfcKnhXQRcKQig","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"5435","Zh_y9AmSfWZpR2JB9wye-A","2",1,1,0,2,1,1,0,0,0,0,0,0,1,0,0
"5438","0l9e2aBYZfogiSUyxJEL3Q","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5441","q34vLVEbHPzS0ZUC8XGsVw","3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5444","oKGhW4Vb3CDiGfPQDNkpzw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"5445","D0tHnskAgaRjCBdoXVev_g","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5450","Yy0fPEq-Ae0UJF59DaTZ3A","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5451","c9TDLIjHDt1Lrxv0U8ELxw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5454","D0WE1MX08WW-kXifDGifkA","2",1,1,2,1,1,1,0,1,0,0,0,0,0,0,0
"5456","kOLyU95VflUBeyh3LEvruQ","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5457","MhrCCsseuyfJHXmIZLHayw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5459","w19cemjVR8u02PgjFpJ7Mw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5460","v1jRhfoNKW4qpLhqhI8ApQ","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"5463","wqIB7hUTQnCswJV4UyYyEQ","3",1,1,0,1,1,1,0,0,0,0,0,1,0,1,0
"5465","I2fANye62hw2rRYvPeeh6Q","0",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5466","bewtZL-VV1oeGUdAhHVz6Q","3",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"5468","XHzZgNmJFVHeT3unDg2Qig","2",1,1,0,2,1,1,0,0,0,1,0,0,1,0,0
"5469","CSOubdSUxlgPT6GmpzbD5g","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5471","6I-mDaBLkOFrN-XkMWPr7g","2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5476","YIcbTOdVuJQ19J2yfzePiw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5482","ix5po_okLs_LDzoyaL0TZA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5486","kehNBL2Kz56mHZk8o8jG0w","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5490","edDmYTcsClAL9XPR8YkvnQ","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5491","9s4xL0qiZ93BLz5XTNWxXQ","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5493","mXIgCWuu6Thb2mXluEYYig","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5495","UVBPF4oYrb0QfgW_DMbLPg","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"5499","EJtKp4zxxZajJuVJu5qfgA","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5503","_uf5F_RiMBPHSl2Saex8AA","3",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"5504","0Z5ZdHaqmE1Iu8aTgp2qXg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5506","O8VZStQqbwvHb8aayyTIWg","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5507","8d_SGsngG_CfqzSKC6S2IQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5509","tL8QOD03ibKRf5jeEuMTQQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"5510","uj6l40XDcMKnbBX-ogiaeg","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5511","HQ8N_EwJA3NdF1UApsF-fA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5512","uflQ_lKBfS6WknNlm_HK8g","1",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"5519","mQUC-ATrFuMQSaDQb93Pug","1",1,1,0,3,0,1,0,0,0,0,0,0,0,0,0
"5520","cAdSoJelw99xvyu80ex_hg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5521","A-hKn9an5ZUqUMYEU9RucA","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5525","avfiJjDXbajp1LAGJj9AVQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5527","qW9UysjJw3y3CwEbzruEEw","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"5533","tbt8TduAgw21YAr8uw_AYQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"5535","SK04ABcwoEtvIZ3VOZccPw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5537","ifbMLSdB-VWs0wEN6UzBcQ","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5538","AQKLW1rUZVVlPwW60mxRtg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5539","SsL60j4ut59-v-gjmM5PKQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5540","K93pT-KyFyjG1u6SNm-T_Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5550","okwpJOrNs7PTEjfcuvmRIQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5557","IpqgfODLFPww-6TxCk-LJQ","3",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"5559","ZqRTX6qLmimh_dT07SqqXw","0",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5561","a1aFceRgC03yy3ENdynDnA","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5563","cOUS79i4vltKIc_hy4OZBg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5566","dZ7915F-dAKPJZQJwJDSVA","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5567","ST0fLT0ZDqKNUxeY0unV8A","2",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"5568","_Ztp2sSQKQuwFUX-rp-xlQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5570","-sTBvM1pOpZts9dnJ6_5Xw","1",0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"5573","DENQD7OTKne29w4KCSoQ1g","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5574","wWIK4pP8eTVRiTQIUQ6O9Q","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5575","PfrMyCxnrtI7G6Ru26sSYw","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5577","CrwzX70X2XV1hlGhk30nYQ","0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5581","A2QxXMxv2mVmLayls2oI1A","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5584","oIkwj10HmUiognO68j7jOg","2",1,1,0,2,1,1,0,0,0,0,0,0,1,0,0
"5585","Zg-C1aYcoR2L5OIrA01MkQ","2",0,1,0,2,0,1,0,0,1,0,0,0,0,0,0
"5593","l8v1GHaB4CsryK6MioZ21A","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5598","_6rzEUOYbo7lgtkSKkKS9g","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5600","KUXjxPnSQ-5r23IfMzs3ow","0",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5602","eUML21oLQDJv4QHSAnA_Hw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5605","0K35eGvzVRZEirNo5v_WfA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5606","WDes-WBEz0xa9ar8nMTvuw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5607","rsefsrlBgnOCvdcb4TyF8w","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5608","hDAIq50U0yPwwo9oLbec5Q","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5610","Sy-hmzSH1OmWpHmAfZtxRA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5611","ARtxGEA68ZJAqqXpl4yH5Q","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5615","nhG5S2tq-RI9JGemIblhcg","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5617","TqHTtjPANCBKGsjGBjDoQQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5618","xTju0lO0uo9VpOSAwvSbxg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5620","2FqG3fBB2XffmRTnc6YI_w","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5623","ntN85eu27C04nwyPa8IHtw","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5624","0NYKE2qvRQAuE09bIQAViQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5625","A4BhDKArIIDLUxGepl2ltQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5626","nc3IiY5LNdmEwUZCW84yuA","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5630","Oz1w_3Ck8lalmtxPcQMOIA","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5634","YxqUBsKvkPbc1LSiV-Y7tA","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5638","pHVCw1mHUDVYST8CkePHFA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5640","beZVUfO1d2fS0wG8Alrvhg","2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5641","KxsOOasb-vP56d86U8lTsA","4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5642","FKlr2XmPA7G5MlMFpka1OQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5643","a1hQlsTan_m8K3eTW7BNSw","3",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"5644","LxdSGPR9XFjn_HVVq2Nzmg","1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5651","YyYQgZR-6bG0gSZlsM20uA","3",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"5653","xKV873WMxM0EJ7NTtu4Qhg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5654","_mt0EQgGCG-qrLy51RnQag","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5655","eHN6eErehDXorUfE_u_rzA","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5658","OE5nAmaSVaopeRS1Cs9Kuw","3",1,0,0,2,1,1,1,0,0,0,0,1,0,1,0
"5663","PzbEhqo8uz2D-3OchHIPzQ","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5665","ZDXZGMpA4IhIqmMIMdeHlA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5666","c0N59lOSoZzeVt7Z-WJm0w","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5667","sY9-mcFXsti4H4loIgQ74g","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5668","p6I-rLKeYAE_sVHZqNUm4Q","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5669","DarcQlLpQOqMxi3tsdffNw","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5671","jgbEZzERVI4yvAAtXWW93A","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5672","Knb3qsWKs9765JAGwyV1mA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5673","ss8qF7hMxddIO1CQh99V8g","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"5674","VVeogjZya58oiTxK7qUjAQ","2",1,0,0,2,0,1,0,0,0,0,0,0,1,0,1
"5681","8m08a9xJKmANwmeuR-0bPA","4",1,0,0,2,1,1,0,0,0,0,0,1,0,1,0
"5684","cgA0nxWUX767CWUC3OHwKA","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5685","LKkvczgOaUeYRgr81P0_eg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5688","JzKG_Upd49TVOneDmesELw","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5689","6fR4ncWEfdMLk9AacDsRzQ","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5690","Tqs6ubpj7ulF66H-4AO_0A","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5693","yC7jKvxl6eDrVtk3fjPahA","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"5695","JSl9JtunfJVfu9AwtiN1ww","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5696","ZlvVCqFKTMK4rBkTQzVBpA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5699","i6_gm33IuslEp3JW82vMaQ","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5700","mbb2EVjudF8IqsOCjg_Jzg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5701","CVk_Jk7vU9JlP-U_fArQqA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5702","km3g-wDO2KfhfnTvJrLJig","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5703","863nEWkPZ7uD-ZRTmmJokw","3",1,1,0,2,1,1,1,0,0,0,0,1,0,0,0
"5704","OwNUmQ554eMdF6J3uWqtiw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5705","ckZVnb6gF3PPVWkoVhAiEw","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5707","ijny9TSi0Lwy-IMlmf7Z7w","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5709","4XJ8gO6cbS6PuZ9dzPsrBg","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5711","Uo5CqWuJwPNfQPO9QvECgA","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"5713","bvqgIsw8lrhmY2AIbzorOw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5716","Rg3INE2p4zQYvfMvJduEOQ","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5717","954o54yKmtBrd_F3EynwNA","3",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"5718","IE42zLcQnDkuFGOg0d0iyQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5719","DpVZRn15Trc4oBU6MIxr3g","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"5721","_8KSZw_NbyxnLZTev02wtw","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5724","VO13q-11lh7St1gd7JPI3Q","2",1,1,0,2,0,1,0,0,0,0,0,0,0,1,1
"5727","FyN6aerPklmO8weJbGlPsg","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5729","5ExteHEMPi6e_rinQ6RrIg","1",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"5730","gFGldPLVQdqbHQodU5TeUw","1",1,1,0,3,0,1,0,0,0,0,0,0,0,0,0
"5733","jyddpaCBtCq9wi5XN6ThOA","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5736","36iFlBCnKNOyWFFXDjF0Hg","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5737","io7Od4VxKE7v7xJJbs9P-A","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5740","EKZPf0b2jlQ7kpnzf9XDuw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5743","dC6rDLGRoch_DOZk5kLkWw","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5744","R-FdsfWfBtp_cam3wcsz-Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5750","W9oFbcGKloLUpuALxzcQdw","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5751","f7bGGG2dO0utA2Xcp4jsWg","1",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"5754","ksotKTjq9bGWnANyZH6IFQ","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5755","1NZLxU5WvB5roPFzneAlLw","2",1,1,0,2,0,1,0,0,0,0,0,0,1,0,1
"5756","57ohNOu5m15HOZhPA1wl_g","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5760","DnA5Ec7DOvaaCxmnLx2iYw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5764","3VTBObOAUyDQfpsndTz_pg","1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5766","EuNV8_SReV_3KeET2Ums6A","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"5772","jYtU-YTynMjgLRi2pYMwiA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5775","L7UxfZyS_-jFOxRwG0SZWw","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,1
"5776","GoEHXcq_nY4jZOx3Ay5gxw","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"5777","ZJxs1L4oMhX9GW00ty0aAg","2",1,1,0,4,0,1,0,0,0,0,0,0,0,0,0
"5780","L7i9j66ph3Uz5i56OXIICg","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5781","0YEYPidJcDh-Hgjwaisi5Q","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5786","M_GnuvRXvWBl3YNxH-GYFg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5787","Qr232ykh-d73aAKQqfdu8Q","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5792","7YnGn1V442SfoMKKWXRgpw","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5794","lTznbdCfBcaNu7G9HJWt1A","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5795","JSxOXnKwF0bnJ130nsWNIA","1",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"5797","AkZ-zc7dIOBcaNoQKGcfSg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5804","6ie9xvy2WW1pn7RuBvGNhg","2",1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"5806","PSbMvWJXA4EWMN4qvWZ7OQ","1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5808","y7YrA6WC9AXHtKFOdQNALg","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"5810","4DDbIvNtzfhLRwz-EOLFDA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5813","z3yFuLVrmH-3RJruPEMYKw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5816","HhNY3X0kyrN5682La6N6Cg","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5817","6nH0DLfofTytTeZJSkprgw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5818","A5jJS6lNQbJXjPzBkTnjNQ","0",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5822","RFtCf27vtwvJt9GNXcZkhw","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5823","NChgwDb5vWkPg3nvZJGM9g","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5824","zruUQvFySeXyEd7_rQixBg","1",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5825","Cse5FvYuACIxljwaac2SZg","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5827","AYAb0qJX5wuT2sRtz4CjpA","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"5831","uPRz5JI11QQpwgNnSZZzaQ","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5834","IRxBQfA7FdHhzrPjtBxuuw","1",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5837","vk7U4WeUKJWteORW5hba0g","1",1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"5838","WfCqK14lbTLRDgjMNDEa_g","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"5839","VrqEeynr7KqucvEjpz8w_g","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5842","xEBqFdQf5BJO1HjeuZ1fMA","2",1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"5847","e5L-JXyBTyqT33PRIigj_w","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5848","Bdwv20CSRQ6hGlkQtn67xw","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5849","8ZQc4awuK6_yvcERvczR5g","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5852","E0Gi93pSbrJVnQcV8JE8RQ","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"5853","9LE-Kan0uUHR7xCHi2j-lQ","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5856","UETunq2HsmwW9pbsSGWZ6g","1",1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"5859","rPeFwXSCQ-TilxOgLxjJkA","3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5864","NnoEbaGnQa44CZE_A5tBTQ","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5867","s4yPUez14sXiBIfgXrxb1Q","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5868","NQhPkGeHiljeg7tXPTHJeA","2",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5870","Eeonj15SXvfR6kgvh8BOWw","2",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"5871","lJe-zPM4U572nVI0eAN4Fw","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5874","wUrTYqp9fHLJ8AR4lMxHGQ","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5876","AGLuEB0Tqy2gvuyRT2tnlg","2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5877","A7Ozg-6573w_Ub2QwQRl2A","1",1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"5880","b4hI0x_vgagZyF_D-OqCLA","2",1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"5884","lnX2gaGdO0fNtykyFrp1AA","1",1,1,0,2,0,1,0,0,0,0,1,0,0,0,1
"5885","V5w1ThWfQdolgzIL3rWPTg","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5886","7fWPKr3g18w2xpzalLvv6w","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5888","8t1wJJ1iGsIFbNzPlwCMVA","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"5889","pDC6ODmk4rCHW1Syeqc87Q","1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5890","WnDYmG4nxIVwnpzx2OYGOQ","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5893","3N4YF5OsSJfuGVISQT71lw","1",1,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"5895","rN2cc4bXzlsIxhWEoolBTg","1",1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
