"","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual","desert","latenight","lunch","dinner","brunch","breakfast","wifi","delivery","tv","outdoor_seating","good_for_kids","good_for_groups","dogs","wheelchair","stars","UMM","UMMR","dogs"
"2279",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.258415517363586,1.15786275303417,1
"2284",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.0363350205365187,0.181675102682593,1
"2286",1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,4,0.0933849639139152,0.361192483186014,1
"2290",2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.210130464714703,0.917043105953039,1
"2292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.497232883726462,2.23893153490606,1
"2295",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0330782452235095,0.132312980894038,1
"2296",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,4,0.153044426545207,0.680286736889321,1
"2298",1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,1,1,1,1,0,0,1,4,0.132203531953801,0.565750667970459,1
"2302",3,1,1,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,4.5,0.146054794893161,0.628844695591246,1
"2304",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,4.5,0.0949639992955114,0.445864586331067,1
"2305",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,1,0,0,4,0.175490008627528,0.741876946624512,1
"2308",2,1,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,0.140979115049288,0.50868276905261,1
"2309",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0457509739057773,0.161065669552625,1
"2316",2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,1,4,0.125303932444102,0.524862769089107,1
"2317",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,4,0.164391067170632,0.738280396210056,1
"2319",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.0200566959417853,0.0874161727233656,1
"2322",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,1,4.5,0.136371823229695,0.597322737333431,1
"2325",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,4,0.076943569146079,0.322707519640781,1
"2327",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,4,0.11379149821374,0.488234179606391,1
"2333",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.160570988331596,0.80285494165798,1
"2336",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0920743599350792,0.449882581590975,1
"2340",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.5,0.207534678189586,1.03047291384596,1
"2344",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,0.194973563064779,0.819437968439164,1
"2347",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0.0961868194111109,0.479408074835313,1
"2349",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,4.5,0.147130607964305,0.665127935632787,1
"2350",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.0997391323513286,0.461045468201594,1
"2351",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0.0344426236511173,0.129157515607358,1
"2353",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.124114322171913,0.436616114074098,1
"2358",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0413539002634051,0.181659820329421,1
"2360",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,4,0.146806007360139,0.645578268813546,1
"2361",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0.0367089692867889,0.183544846433945,1
"2363",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.114013200359148,0.568407331378341,1
"2365",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,4.5,0.133375662870043,0.666878314350216,1
"2372",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,1,0,1,4,0.117024745105772,0.453131017259929,1
"2373",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,4,0.121892553017088,0.387055589754732,1
"2381",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.22402674957843,1.12013374789215,1
"2387",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,1,1,0,1,4,0.371972402887424,1.41912968223549,1
"2388",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,4,0.0608161157784742,0.27248055836966,1
"2391",1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,4,0.108105737926275,0.448933366217003,1
"2393",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,4,0.150524619519677,0.619721116819722,1
"2395",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,4,0.0678914229234405,0.307763657160666,1
"2401",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,5,0.0632873481259513,0.316436740629757,1
"2405",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,4.5,0.167448074257851,0.813238214135545,1
"2407",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.316152323473184,1.58076161736592,1
"2408",3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,1,1,1,0,1,4,0.129867095562433,0.542590518272399,1
"2409",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.0644322894327166,0.308012377505674,1
"2422",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,4,0.170855338671114,0.702616013611417,1
"2426",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,4,0.0949595933926432,0.421537272853983,1
"2436",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0664853136316786,0.220923170083883,1
"2437",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0138677086255772,0.0600321029433846,1
"2438",1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.0200302458223735,0.0815782842393215,1
"2440",0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4.5,0.00655563107814323,0.0281194936004532,1
"2441",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.120308723749251,0.60077783061644,1
"2442",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0703271102314097,0.338600260225003,1
"2443",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,4,0.269707293929602,1.0591218817888,1
"2445",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0.0458271595503291,0.186897497943869,1
"2447",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,1,0,1,4,0.138273897229271,0.61277860117013,1
"2448",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,4,0.092238078814249,0.356017832426688,1
"2449",1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,4.5,0.166070890460579,0.753126461359098,1
"2450",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.5,0.175888591017802,0.714558185192571,1
"2451",2,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,1,4,0.140895381138339,0.589769765969673,1
"2452",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0367820600915651,0.17485933672392,1
"2454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.0109022416931588,0.049658015629321,1
"2455",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,4,0.0810403933389736,0.34059788592015,1
"2457",2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,4,0.161880203627311,0.600161814949276,1
"2458",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.275699289071303,1.37849644535652,1
"2460",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,0.106021838275436,0.527847769679566,1
"2466",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.5,0.0516072459629948,0.249829861101941,1
"2472",1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,1,0,1,4,0.167011949787525,0.60482459712372,1
"2480",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,1,0,1,4,0.106575168917883,0.42174110074386,1
"2483",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,1,4,0.128832781689118,0.462050082499546,1
"2485",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.0425919223456029,0.212959611728015,1
"2487",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0.0290991632782482,0.1263279276533,1
"2488",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4.5,0.250506583388775,1.25148707483479,1
"2489",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4.5,0.0200278464706542,0.0801113858826168,1
"2491",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4,0.133343017217375,0.575747287238768,1
"2493",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0565612868541456,0.226242098768661,1
"2494",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,4,0.151493028228646,0.596222537476978,1
"2495",3,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,4,0.271117076002372,1.14673844193768,1
"2497",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0.120066590638206,0.592095709513828,1
"2498",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,1,0,0,4,0.129914649363425,0.497385972726329,1
"2501",1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,1,1,1,0,1,4.5,0.208264532493377,0.929761536903032,1
"2503",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.00320389192420103,0.0160194596210051,1
"2504",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0.153973544131938,0.689767839369779,1
"2506",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,0,0,1,4.5,0.23770441335148,1.07781346493189,1
"2507",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.5,0.08007584353165,0.238737283991377,1
"2508",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,0.216143460787052,0.937652190209763,1
"2513",2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,1,4,0.0875752235135716,0.346294719908162,1
"2518",3,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,1,4,0.158717693461738,0.651467505211688,1
"2520",3,1,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,4,0.137342981940717,0.517102775572852,1
"2522",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0.130143223840921,0.607173011605702,1
"2525",2,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,4,0.197605968926446,0.800948864953899,1
"2528",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0.112274896818763,0.485199026661437,1
"2529",2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,4,0.224053136674854,0.963125210482001,1
"2530",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,4.5,0.127962935741204,0.580161176608836,1
"2535",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,4,0.0703954761212447,0.296210178987764,1
"2537",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,4,0.173145516021768,0.700634369840162,1
"2542",2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,4.5,0.0785327581975193,0.375370251649038,1
"2545",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0893039562002764,0.406345590971921,1
"2549",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.254639713642724,0.991690349882164,1
"2550",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,4,0.136936922141241,0.576730981577062,1
"2554",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0.15123863606652,0.663412644117648,1
"2555",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4,0.190206670198191,0.88354564933519,1
"2556",1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,4,0.229222928115493,0.79377503541221,1
"2559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.112266721723004,0.53764056970528,1
"2560",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.237060723246389,0.933130706348861,1
"2562",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.105135287856304,0.432688219902522,1
"2565",2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,4,0.0540946563694424,0.242712971595224,1
"2566",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.261218888494528,1.2948755539781,1
"2571",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,1,1,0,1,4,0.129441204315635,0.504999688954826,1
"2573",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4.5,0.0495050071165527,0.238617507177471,1
"2576",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,1,0,1,4,0.115406063528874,0.456892596795133,1
"2578",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.0834981171074397,0.308767499337795,1
"2580",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0.0567669658561025,0.26363633274449,1
"2581",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,4,0.13917882831352,0.569278626319742,1
"2583",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.140251604292299,0.485580321787495,1
"2586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.203648209356072,0.777611294734879,1
"2588",2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0.142249182620329,0.689845378102739,1
"2589",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,4,0.128323558107232,0.534781947772383,1
"2593",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.5,0.126937691934707,0.598315455232821,1
"2597",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,1,4,0.135591774536563,0.577474618600417,1
"2603",1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,1,0,0,4.5,0.179459926342207,0.75724095608576,1
"2604",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0434822219009597,0.149549920304358,1
"2609",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,1,1,1,0,1,4,0.126600567982091,0.480125212585089,1
"2611",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4.5,0.0406377581194547,0.192684163608435,1
"2614",2,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,4,0.154163077240564,0.650413954880206,1
"2619",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4.5,0.191793809030109,0.935673539190414,1
"2621",3,1,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,4,0.151735487153227,0.580243457343022,1
"2626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.187523028213631,0.718905707923365,1
"2627",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.22181652990579,0.887266119623159,1
"2628",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0.198480731207132,0.965271916216871,1
"2633",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.178159897661674,0.734104033089577,1
"2635",2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,0.0995043488227152,0.456171577925954,1
"2640",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,4,0.127324598806962,0.508170413597996,1
"2641",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0.0519271949372242,0.254099360280284,1
"2648",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.180161344422558,0.792739009772681,1
"2654",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.149402102960039,0.605073582734452,1
"2655",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.5,0.196044131186985,0.889589113089481,1
"2657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.0272147413272111,0.108858965308845,1
"2658",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,4,0.155576096406146,0.539149176372598,1
"2660",1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,4,0.169251851036087,0.623963887744811,1
"2661",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0604437839143693,0.278182174112448,1
"2665",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.039584563991861,0.158338255967444,1
"2666",2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0.184550702505724,0.778382181382818,1
"2669",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0.337011025703925,1.3480441028157,1
"2670",1,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,4,0.0804138591221351,0.390479323678393,1
"2671",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0809111911867745,0.266273525401489,1
"2674",2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1,4,0.148796248658308,0.597035588402827,1
"2675",3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0.172142007089262,0.771975467577123,1
"2676",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,4,0.0855495073029653,0.321755065284989,1
"2677",2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,0.13403718481057,0.527318669042389,1
"2683",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0.0671032690305861,0.33551634515293,1
"2684",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,4,0.0884872432156759,0.391619351444473,1
"2687",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.0558305259071569,0.265095591006565,1
"2689",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4.5,0.0949119767975177,0.359058359614367,1
"2690",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.259490206662165,1.29745103331083,1
"2692",2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.226542587123933,0.747047144472743,1
"2693",1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,4,0.137301524322888,0.47539344820311,1
"2694",3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,4,0.462379890893282,1.67475978178636,1
"2695",2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,4,0.143580578651952,0.542908908043374,1
"2697",2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,1,1,0,1,4,0.116030732756047,0.462105332753376,1
"2699",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.207882256576997,1.03941128288498,1
"2701",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.249896518468197,0.913425416932241,1
